/* DATA DESCRIPTION:
Citation:	Priestley, Keith; McKenzie, Dan (2015): Lithospheric thickness of Pangea. PANGAEA, https://doi.org/10.1594/PANGAEA.847325, 
	Supplement to: Priestley, K; McKenzie, D (2013): The relationship between shear wave velocity, temperature, attenuation and viscosity in the shallow part of the mantle. Earth and Planetary Science Letters, 381, 78-91, https://doi.org/10.1016/j.epsl.2013.08.022
Abstract:	Surface wave tomography, using the fundamental Rayleigh wave velocities and those of higher modes between 1 and 4 and periods between 50 and 160 s, is used to image structures with a horizontal resolution of ~250 km and a vertical resolution of ~50 km to depths of ~300 km in the mantle. A new model, PM_v2_2012, obtained from 3×10**6 seismograms, agrees well with earlier lower resolution models. It is combined with temperature estimates from oceanic plate models and with pressure and temperature estimates from the mineral compositions of garnet peridotite nodules to generate a number of estimates of SV(P,T) based on geophysical and petrological observations alone. These are then used to estimate the unrelaxed shear modulus and its derivatives with respect to pressure and temperature, which agree reasonably with values from laboratory experiments. At high temperatures relaxation occurs, causing the shear wave velocity to depend on frequency. This behaviour is parameterised using a viscosity to obtain a Maxwell relaxation time. The relaxation behaviour is described using a dimensionless frequency, which depends on an activation energy E and volume Va. The values of E and Va obtained from the geophysical models agree with those from laboratory experiments on high temperature creep. The resulting expressions are then used to determine the lithospheric thickness from the shear wave velocity variations. The resolution is improved by about a factor of two with respect to earlier models, and clearly resolves the thick lithosphere beneath active intracontinental belts that are now being shortened. The same expressions allow the three dimensional variations of the shear wave attenuation and viscosity to be estimated.
Related to:	McKenzie, Dan; Daly, Mike; Priestley, Keith (2015): The lithospheric structure of Pangea. http://issues.pangaea.de/browse/PDI-10217, Geology, https://doi.org/10.1130/G36819.1
Coverage:	MEDIAN LATITUDE: -10.416610 * MEDIAN LONGITUDE: -2.007162 * SOUTH-BOUND LATITUDE: -89.136000 * WEST-BOUND LONGITUDE: -178.617000 * NORTH-BOUND LATITUDE: 89.506000 * EAST-BOUND LONGITUDE: 175.757000
Parameter(s):	LATITUDE (Latitude) * GEOCODE * PI: McKenzie, Dan (mckenzie@madingley.org)
	LONGITUDE (Longitude) * GEOCODE * PI: McKenzie, Dan (mckenzie@madingley.org)
	Thickness [km] (Thick) * PI: McKenzie, Dan (mckenzie@madingley.org) * COMMENT: of lithosphere
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	5864 data points
*/
Latitude	Longitude	Thick [km]
-40.722	-18.704	197
-41.571	-16.300	208
-42.370	-13.834	200
-43.116	-11.308	176
-43.806	-8.722	133
-44.438	-6.079	121
-45.009	-3.381	148
-45.516	-0.633	155
-45.957	2.162	108
-46.330	4.997	94
-46.634	7.868	94
-46.866	10.767	94
-35.163	-26.437	145
-36.164	-24.306	164
-37.125	-22.121	174
-38.043	-19.879	187
-38.917	-17.582	200
-39.744	-15.228	209
-40.521	-12.817	200
-41.246	-10.352	168
-41.915	-7.833	132
-42.528	-5.262	115
-43.080	-2.643	135
-43.571	0.022	133
-43.998	2.728	94
-44.358	5.471	94
-44.651	8.245	94
-44.875	11.044	94
-45.029	13.861	96
-33.436	-25.215	128
-34.415	-23.117	152
-35.354	-20.968	175
-36.250	-18.767	186
-37.103	-16.515	195
-37.908	-14.211	205
-38.664	-11.855	197
-39.368	-9.450	179
-40.018	-6.995	138
-40.612	-4.495	125
-41.148	-1.950	131
-41.623	0.636	111
-42.036	3.259	94
-42.384	5.914	94
-42.668	8.597	94
-42.884	11.302	94
-43.033	14.023	98
-43.113	16.756	96
-29.673	-28.032	94
-30.703	-26.059	94
-31.698	-24.041	106
-32.655	-21.976	122
-33.573	-19.865	142
-34.448	-17.705	153
-35.279	-15.498	156
-36.063	-13.244	187
-36.799	-10.942	189
-37.483	-8.595	179
-38.115	-6.203	140
-38.691	-3.770	120
-39.211	-1.296	115
-39.671	1.214	105
-40.071	3.757	94
-40.409	6.330	94
-40.683	8.927	94
-40.892	11.544	94
-41.036	14.176	97
-41.114	16.817	100
-41.125	19.461	104
-18.814	-41.010	156
-20.047	-39.360	165
-21.258	-37.678	169
-22.444	-35.964	171
-23.606	-34.215	160
-24.741	-32.429	140
-25.847	-30.606	119
-26.923	-28.744	104
-27.966	-26.841	94
-28.976	-24.897	94
-29.950	-22.910	94
-30.886	-20.880	101
-31.782	-18.806	106
-32.636	-16.688	106
-33.446	-14.526	106
-34.211	-12.321	133
-34.927	-10.072	175
-35.593	-7.782	159
-36.207	-5.451	116
-36.767	-3.083	105
-37.271	-0.678	101
-37.717	1.760	94
-38.105	4.228	94
-38.432	6.722	94
-38.697	9.238	94
-38.900	11.772	94
-39.039	14.319	94
-39.114	16.874	94
-39.125	19.433	99
-39.071	21.990	108
-16.014	-41.305	160
-17.251	-39.698	172
-18.466	-38.062	180
-19.659	-36.396	181
-20.827	-34.698	182
-21.970	-32.967	166
-23.085	-31.202	145
-24.171	-29.401	126
-25.227	-27.563	109
-26.250	-25.688	98
-27.239	-23.773	94
-28.192	-21.818	94
-29.107	-19.823	94
-29.983	-17.788	94
-30.817	-15.712	94
-31.607	-13.595	94
-32.352	-11.438	104
-33.049	-9.241	113
-33.697	-7.007	113
-34.294	-4.735	100
-34.838	-2.429	94
-35.328	-0.091	94
-35.761	2.278	94
-36.137	4.674	94
-36.454	7.093	94
-36.711	9.532	94
-36.907	11.987	94
-37.042	14.454	94
-37.115	16.928	94
-37.125	19.406	94
-37.073	21.882	99
-13.218	-41.569	157
-14.459	-40.002	171
-15.679	-38.408	181
-16.877	-36.788	183
-18.051	-35.139	182
-19.201	-33.459	178
-20.324	-31.748	167
-21.420	-30.005	143
-22.486	-28.228	123
-23.522	-26.416	110
-24.525	-24.568	102
-25.493	-22.683	94
-26.426	-20.762	94
-27.321	-18.803	94
-28.176	-16.806	94
-28.990	-14.771	95
-29.761	-12.699	94
-30.487	-10.590	94
-31.166	-8.445	97
-31.797	-6.265	94
-32.378	-4.051	94
-32.906	-1.806	94
-33.382	0.469	94
-33.802	2.771	94
-34.167	5.098	94
-34.474	7.446	94
-34.724	9.811	110
-34.914	12.192	110
-35.045	14.582	94
-35.125	19.380	94
-35.075	21.779	94
-34.965	24.173	94
-10.430	-41.797	129
-11.673	-40.268	154
-12.897	-38.716	175
-14.100	-37.139	183
-15.279	-35.535	184
-16.435	-33.904	174
-17.566	-32.245	165
-18.671	-30.555	162
-19.747	-28.835	143
-20.793	-27.082	125
-21.809	-25.297	110
-22.791	-23.478	103
-23.740	-21.625	94
-24.653	-19.737	94
-25.527	-17.815	94
-26.363	-15.857	98
-27.158	-13.864	102
-27.910	-11.836	101
-28.617	-9.775	94
-29.279	-7.680	94
-29.893	-5.553	94
-30.457	-3.396	94
-30.971	-1.209	94
-31.433	1.004	94
-31.842	3.242	94
-32.196	5.502	94
-32.494	7.782	94
-32.736	10.078	94
-32.921	12.386	94
-8.896	-40.495	130
-10.123	-38.982	147
-11.329	-37.446	170
-12.514	-35.886	181
-13.675	-34.301	184
-14.813	-32.690	178
-15.925	-31.052	162
-17.009	-29.385	158
-18.066	-27.689	150
-19.093	-25.962	138
-20.088	-24.205	120
-21.051	-22.416	107
-21.979	-20.595	94
-22.872	-18.742	94
-23.727	-16.856	94
-24.544	-14.937	94
-25.319	-12.986	101
-26.053	-11.003	102
-26.742	-8.988	96
-27.387	-6.943	94
-27.985	-4.868	94
-28.534	-2.765	94
-29.034	-0.636	94
-29.483	1.517	94
-29.880	3.694	94
-30.224	5.890	94
-30.513	8.104	94
-30.748	10.332	94
-7.357	-39.204	135
-8.567	-37.708	152
-9.756	-36.190	171
-10.922	-34.649	178
-12.065	-33.084	184
-13.184	-31.495	183
-14.276	-29.879	179
-15.342	-28.236	169
-16.379	-26.565	166
-17.385	-24.865	159
-18.361	-23.137	137
-19.304	-21.379	115
-20.213	-19.590	100
-21.086	-17.772	94
-21.922	-15.923	94
-22.719	-14.043	94
-23.476	-12.134	94
-24.191	-10.195	94
-24.864	-8.227	94
-25.491	-6.230	94
-26.073	-4.207	94
-26.608	-2.158	94
-27.094	-0.084	94
-27.531	2.011	94
-27.916	4.128	94
-28.250	6.262	94
-28.531	8.413	94
-28.759	10.577	94
-5.815	-37.922	134
-7.007	-36.444	159
-8.178	-34.946	182
-9.326	-33.426	182
-10.450	-31.882	182
-11.549	-30.315	185
-12.622	-28.722	182
-13.668	-27.104	182
-14.685	-25.460	180
-15.672	-23.789	163
-16.628	-22.090	137
-17.551	-20.363	115
-18.440	-18.608	104
-19.294	-16.825	95
-20.111	-15.013	94
-20.889	-13.174	94
-21.628	-11.306	94
-22.326	-9.410	94
-22.981	-7.488	94
-23.592	-5.540	94
-24.159	-3.567	94
-24.679	-1.570	94
-25.152	0.449	94
-25.577	2.488	94
-25.951	4.546	94
-26.276	6.621	94
-26.549	8.710	94
-4.270	-36.647	129
-5.444	-35.189	157
-6.596	-33.712	184
-7.725	-32.213	188
-8.830	-30.692	185
-9.910	-29.148	186
-10.964	-27.581	185
-11.990	-25.989	182
-12.987	-24.372	178
-13.954	-22.730	146
-14.890	-21.062	112
-15.794	-19.367	101
-16.663	-17.646	98
-17.497	-15.899	97
-18.295	-14.125	94
-19.055	-12.325	94
-19.776	-10.498	94
-20.456	-8.647	94
-21.095	-6.770	94
-21.691	-4.869	100
-22.242	-2.946	96
-22.749	-1.001	94
-23.208	0.965	94
-23.621	2.949	94
-23.985	4.951	94
-24.300	6.968	94
-24.566	8.998	94
-2.723	-35.377	118
-3.878	-33.941	145
-5.011	-32.485	181
-6.121	-31.009	200
-7.207	-29.512	197
-8.267	-27.994	195
-9.301	-26.452	191
-10.307	-24.887	183
-11.284	-23.299	158
-12.231	-21.687	114
-13.148	-20.050	94
-14.031	-18.388	94
-14.881	-16.702	94
-15.697	-14.991	94
-16.476	-13.255	97
-17.217	-11.494	94
-17.920	-9.709	94
-18.584	-7.901	94
-19.206	-6.070	94
-19.786	-4.216	105
-20.323	-2.342	104
-20.816	-0.447	94
-21.263	1.466	94
-21.664	3.397	94
-22.018	5.343	94
-22.324	7.304	94
-2.311	-32.697	131
-3.424	-31.265	171
-4.514	-29.813	196
-5.580	-28.341	210
-6.620	-26.848	213
-7.634	-25.334	207
-8.620	-23.798	189
-9.577	-22.239	156
-10.505	-20.657	109
-11.401	-19.053	94
-12.265	-17.425	94
-13.096	-15.773	94
-13.892	-14.099	94
-14.653	-12.401	94
-15.376	-10.680	94
-16.062	-8.937	94
-16.708	-7.172	94
-17.315	-5.386	94
-17.879	-3.579	105
-18.402	-1.752	107
-18.881	0.093	97
-19.316	1.955	94
-19.706	3.833	94
-20.050	5.725	94
-20.348	7.630	94
-1.836	-30.048	138
-2.906	-28.622	177
-3.951	-27.177	194
-4.971	-25.711	209
-5.965	-24.225	208
-6.930	-22.718	192
-7.868	-21.189	164
-8.775	-19.639	127
-9.651	-18.067	104
-10.496	-16.474	94
-11.307	-14.858	94
-12.085	-13.220	94
-12.827	-11.561	94
-13.532	-9.880	94
-14.201	-8.179	94
-14.830	-6.457	94
-15.421	-4.715	94
-15.971	-2.955	99
-16.479	-1.176	105
-16.945	0.620	101
-17.368	2.432	94
-17.747	4.258	94
-18.081	6.098	94
-1.296	-27.435	136
-2.321	-26.017	169
-3.320	-24.579	182
-4.293	-23.122	186
-5.238	-21.645	174
-6.155	-20.148	161
-7.042	-18.631	146
-7.899	-17.092	134
-8.724	-15.533	113
-9.516	-13.954	102
-10.274	-12.354	94
-10.998	-10.733	94
-11.686	-9.093	94
-12.337	-7.433	94
-12.950	-5.754	94
-13.525	-4.057	94
-14.060	-2.342	94
-14.555	-0.611	106
-15.008	1.137	107
-15.419	2.899	108
-15.787	4.674	110
-16.112	6.462	104
-0.689	-24.859	115
-1.668	-23.451	149
-2.620	-22.025	142
-3.545	-20.579	113
-4.441	-19.114	128
-5.307	-17.629	139
-6.144	-16.125	160
-6.949	-14.602	156
-7.722	-13.059	127
-8.462	-11.497	104
-9.167	-9.916	94
-9.837	-8.316	94
-10.471	-6.698	94
-11.068	-5.062	94
-11.628	-3.409	94
0.942	-23.703	103
-0.015	-22.325	94
-0.946	-20.930	94
-1.849	-19.516	94
-2.725	-18.084	96
-3.571	-16.634	109
-4.387	-15.165	139
-5.173	-13.678	155
-5.926	-12.172	137
-6.647	-10.648	110
-7.334	-9.107	102
-7.987	-7.548	103
1.638	-21.199	94
0.729	-19.836	94
-0.154	-18.456	94
-1.008	-17.058	94
-1.834	-15.642	94
-2.630	-14.209	99
-3.395	-12.759	106
-4.129	-11.291	103
-4.831	-9.806	94
-5.500	-8.304	94
-0.871	-13.256	94
-1.617	-11.843	94
-2.331	-10.414	94
-3.014	-8.968	94
-3.665	-7.507	94
-4.282	-6.030	94
-74.585	-91.015	94
-75.153	-87.196	94
-75.684	-83.154	94
-71.665	-94.460	94
-72.266	-91.091	94
-72.836	-87.555	94
-69.921	-91.481	94
-70.495	-88.173	94
-71.038	-84.725	94
-68.135	-88.964	94
-68.686	-85.728	94
-69.205	-82.373	94
-66.316	-86.814	94
-66.846	-83.652	94
-67.344	-80.389	94
-67.806	-77.024	94
-64.471	-84.956	94
-64.983	-81.868	94
-65.463	-78.693	94
-65.907	-75.431	94
-62.606	-83.334	94
-63.102	-80.317	94
-63.565	-77.225	94
-63.993	-74.059	94
-64.383	-70.822	94
-60.725	-81.904	94
-61.206	-78.956	94
-61.654	-75.942	94
-62.067	-72.864	94
-62.445	-69.724	101
-62.784	-66.526	106
-58.830	-80.633	94
-59.297	-77.750	94
-59.732	-74.808	94
-60.133	-71.811	94
-60.498	-68.760	101
-60.826	-65.658	106
-61.114	-62.511	110
-57.379	-76.672	94
-57.802	-73.798	94
-58.192	-70.875	94
-58.546	-67.905	98
-58.863	-64.891	104
-59.143	-61.837	112
-59.383	-58.747	122
-59.582	-55.626	123
-55.452	-75.702	94
-55.864	-72.891	94
-56.244	-70.036	94
-56.588	-67.141	94
-56.897	-64.207	104
-57.168	-61.237	117
-57.401	-58.237	129
-57.594	-55.209	127
-57.747	-52.158	124
-53.518	-74.822	109
-54.626	-66.452	94
-54.927	-63.591	105
-55.191	-60.698	126
-55.417	-57.778	135
-55.605	-54.834	131
-55.753	-51.871	123
-55.862	-48.892	123
-52.661	-65.826	94
-52.954	-63.032	107
-53.211	-60.210	124
-53.431	-57.364	133
-53.614	-54.496	131
-53.759	-51.612	124
-53.864	-48.714	122
-53.931	-45.806	126
-50.979	-62.522	107
-51.230	-59.765	111
-51.445	-56.986	115
-51.623	-54.189	120
-51.764	-51.376	126
-51.867	-48.551	131
-51.931	-45.718	135
-51.958	-42.880	136
-48.722	-64.729	100
-49.001	-62.054	102
-49.247	-59.357	101
-49.457	-56.640	107
-49.631	-53.907	119
-49.768	-51.160	136
-49.869	-48.402	141
-49.932	-45.637	141
-49.958	-42.868	137
-46.749	-64.244	97
-47.022	-61.622	94
-47.263	-58.980	94
-47.468	-56.321	103
-47.638	-53.647	131
-47.773	-50.961	147
-47.871	-48.265	154
-47.933	-45.563	144
-47.958	-42.857	133
-47.946	-40.151	123
-44.774	-63.792	94
-45.042	-61.220	94
-45.277	-58.631	94
-45.478	-56.026	102
-45.645	-53.407	116
-45.777	-50.777	140
-45.873	-48.139	161
-45.933	-45.494	165
-45.958	-42.847	152
-45.946	-40.199	135
-45.898	-37.553	131
-45.815	-34.912	126
-43.291	-58.305	94
-43.488	-55.750	101
-43.651	-53.183	108
-43.780	-50.606	127
-43.875	-48.021	160
-43.934	-45.430	180
-43.958	-42.837	179
-43.946	-40.244	174
-43.899	-37.652	159
-43.818	-35.065	146
-43.701	-32.485	134
-41.304	-58.000	97
-41.497	-55.492	98
-41.657	-52.973	103
-41.784	-50.445	111
-41.876	-47.910	136
-41.934	-45.371	167
-41.958	-42.828	177
-41.946	-40.285	183
-41.901	-37.745	181
-41.820	-35.208	170
-41.706	-32.677	159
-41.558	-30.155	137
-39.316	-57.713	104
-39.506	-55.250	102
-39.663	-52.776	102
-39.787	-50.295	109
-39.878	-47.807	117
-39.935	-45.314	136
-39.958	-42.820	163
-39.947	-40.325	186
-39.902	-37.831	196
-39.823	-35.342	187
-39.711	-32.858	175
-39.565	-30.381	160
-36.859	-62.250	113
-37.108	-59.852	128
-37.327	-57.442	135
-37.514	-55.021	117
-37.668	-52.590	127
-37.790	-50.152	136
-37.879	-47.709	143
-37.935	-45.261	144
-37.958	-42.812	162
-37.947	-40.362	187
-37.903	-37.913	201
-37.825	-35.468	196
-37.715	-33.028	183
-37.572	-30.595	174
-34.601	-64.263	111
-34.877	-61.916	113
-35.123	-59.556	134
-35.338	-57.184	161
-35.521	-54.803	175
-35.673	-52.414	178
-35.793	-50.018	183
-35.881	-47.616	188
-35.935	-45.211	188
-35.958	-42.804	178
-35.947	-40.397	185
-35.904	-37.991	192
-35.828	-35.588	190
-35.719	-33.190	183
-35.579	-30.798	177
-32.895	-61.597	109
-33.137	-59.273	132
-33.348	-56.940	177
-33.529	-54.597	196
-33.678	-52.246	187
-33.796	-49.890	195
-33.882	-47.528	189
-33.936	-45.164	182
-33.958	-42.797	168
-33.947	-40.430	172
-33.905	-38.065	180
-33.830	-35.702	178
-33.723	-33.344	174
-33.585	-30.991	167
-33.415	-28.645	145
-30.912	-61.292	115
-31.150	-59.004	142
-31.358	-56.706	196
-31.536	-54.400	201
-31.683	-52.086	196
-31.798	-49.768	189
-31.883	-47.444	189
-31.936	-45.118	178
-31.958	-42.790	162
-31.947	-40.462	153
-31.905	-38.135	158
-31.832	-35.811	160
-31.727	-33.490	157
-31.591	-31.175	150
-31.424	-28.866	137
-31.226	-26.565	130
-28.928	-61.000	147
-29.162	-58.745	178
-29.367	-56.481	197
-29.542	-54.210	206
-29.687	-51.933	201
-29.801	-49.651	193
-29.884	-47.364	196
-29.937	-45.075	184
-29.958	-42.784	178
-29.948	-40.493	160
-29.906	-38.203	161
-29.834	-35.915	157
-29.731	-33.631	136
-29.597	-31.351	116
-29.432	-29.078	114
-29.238	-26.812	120
-26.080	-67.329	110
-26.396	-65.135	128
-26.683	-62.932	160
-26.943	-60.718	182
-27.174	-58.496	184
-27.376	-56.266	195
-27.549	-54.029	197
-27.691	-51.786	197
-27.803	-49.538	202
-27.885	-47.287	196
-27.937	-45.033	188
-27.958	-42.778	181
-27.948	-40.522	180
-27.907	-38.267	182
-27.836	-36.015	185
-27.734	-33.766	155
-27.602	-31.521	117
-27.440	-29.282	112
-24.107	-66.967	121
-24.418	-64.803	133
-24.702	-62.629	162
-24.958	-60.446	171
-25.186	-58.256	164
-25.385	-56.058	176
-25.555	-53.854	188
-25.695	-51.644	200
-25.806	-49.430	197
-25.887	-47.212	190
-25.937	-44.993	185
-25.958	-42.771	180
-25.948	-40.550	176
-25.908	-38.330	177
-25.838	-36.111	177
-25.738	-33.896	152
-25.608	-31.685	129
-21.441	-70.858	110
-21.800	-68.742	132
-22.133	-66.616	138
-22.440	-64.480	155
-22.720	-62.336	161
-22.973	-60.183	141
-23.197	-58.023	137
-23.393	-55.857	152
-23.561	-53.684	180
-23.699	-51.507	199
-23.808	-49.325	200
-23.888	-47.140	189
-23.938	-44.954	183
-23.958	-42.766	177
-23.948	-40.577	164
-19.475	-70.463	101
-19.830	-68.374	123
-20.159	-66.275	157
-20.462	-64.167	179
-20.738	-62.051	165
-20.987	-59.928	135
-21.208	-57.798	132
-21.401	-55.661	158
-21.566	-53.520	178
-21.703	-51.373	199
-21.810	-49.223	192
-21.889	-47.071	186
-21.938	-44.916	174
-17.859	-68.015	113
-18.184	-65.942	144
-18.482	-63.862	169
-18.755	-61.774	167
-19.000	-59.679	152
-19.219	-57.578	157
-19.409	-55.471	173
-19.572	-53.360	175
-19.706	-51.244	187
-19.812	-49.125	188
-19.890	-47.003	176
-19.938	-44.879	157
-16.208	-65.617	127
-16.503	-63.563	146
-16.772	-61.503	152
-17.014	-59.436	158
-17.229	-57.364	163
-17.417	-55.286	169
-17.578	-53.204	168
-17.710	-51.118	174
-17.814	-49.028	174
-17.891	-46.937	159
-14.232	-65.298	130
-14.523	-63.271	139
-14.788	-61.238	142
-15.027	-59.198	147
-15.239	-57.154	157
-15.425	-55.104	162
-15.583	-53.051	168
-12.804	-60.977	138
-13.040	-58.965	137
-13.249	-56.948	147
-3.189	-69.335	94
-4.079	-67.788	94
-4.942	-66.224	94
-5.776	-64.643	94
-6.581	-63.043	94
-12.800	-46.111	115
-1.465	-68.321	94
-2.338	-66.804	94
-3.183	-65.270	94
-4.000	-63.721	94
-4.787	-62.154	94
-5.545	-60.571	94
-6.271	-58.971	98
-10.861	-45.609	138
2.048	-70.234	94
1.141	-68.778	94
0.260	-67.308	94
-0.595	-65.821	94
-1.423	-64.320	94
-2.222	-62.803	96
-2.993	-61.270	126
-3.733	-59.721	125
-4.443	-58.157	112
-5.122	-56.577	131
-5.768	-54.982	136
-6.381	-53.372	141
-6.960	-51.747	146
-7.504	-50.108	154
-8.013	-48.456	155
-8.486	-46.791	148
-8.922	-45.114	143
4.648	-70.570	94
3.735	-69.159	94
2.847	-67.734	94
1.984	-66.294	94
1.147	-64.840	94
0.338	-63.371	94
-0.444	-61.887	111
-1.197	-60.388	155
-1.921	-58.874	161
-2.614	-57.346	140
-3.277	-55.803	134
-3.907	-54.245	126
-4.505	-52.674	130
-5.070	-51.089	155
-5.601	-49.491	174
-6.097	-47.880	176
-6.557	-46.258	149
-6.982	-44.623	141
8.174	-72.181	94
7.233	-70.827	94
6.316	-69.460	94
5.422	-68.080	94
4.552	-66.686	94
3.708	-65.279	94
2.890	-63.857	94
2.098	-62.421	94
1.334	-60.971	104
0.599	-59.507	149
-0.108	-58.029	175
-0.785	-56.537	176
-1.431	-55.032	174
-2.046	-53.512	167
-2.629	-51.980	163
-3.179	-50.435	174
-3.696	-48.878	188
-4.179	-47.308	193
-4.628	-45.728	168
-5.041	-44.137	146
-5.419	-42.536	146
-5.760	-40.926	148
10.743	-72.311	94
9.800	-71.001	94
8.879	-69.679	94
7.981	-68.344	94
7.106	-66.995	94
6.256	-65.634	94
5.431	-64.259	94
4.631	-62.871	135
3.858	-61.470	136
3.112	-60.055	102
2.394	-58.626	139
1.705	-57.185	179
1.045	-55.730	188
0.415	-54.262	198
-0.184	-52.781	197
-0.752	-51.288	189
-1.288	-49.783	190
-1.792	-48.267	209
-2.262	-46.740	208
-2.698	-45.202	199
-3.100	-43.654	188
-3.467	-42.097	173
-3.799	-40.531	148
-4.095	-38.958	148
13.289	-72.355	94
12.345	-71.089	94
11.422	-69.811	94
10.521	-68.520	94
9.643	-67.218	94
8.788	-65.903	94
7.957	-64.575	94
7.152	-63.234	156
6.371	-61.881	156
5.617	-60.514	123
4.889	-59.135	107
4.189	-57.743	148
3.517	-56.338	181
2.874	-54.921	200
2.261	-53.492	198
1.677	-52.050	196
1.124	-50.597	188
0.603	-49.133	196
0.113	-47.658	206
-0.344	-46.172	208
-0.768	-44.677	199
-1.159	-43.172	189
-1.516	-41.659	180
-1.838	-40.138	158
-2.126	-38.610	138
-2.378	-37.075	143
14.864	-71.084	94
13.941	-69.851	94
13.039	-68.606	94
12.159	-67.350	94
11.301	-66.081	94
10.467	-64.800	94
9.656	-63.507	140
8.870	-62.201	162
8.109	-60.883	139
7.374	-59.553	146
6.665	-58.210	161
5.983	-56.855	178
5.329	-55.489	194
4.703	-54.110	203
4.106	-52.719	203
3.539	-51.318	199
3.001	-49.905	192
2.494	-48.482	201
2.018	-47.048	197
1.574	-45.605	195
1.162	-44.152	191
0.783	-42.691	193
0.436	-41.222	182
0.123	-39.745	174
-0.156	-38.262	140
-0.401	-36.773	128
-0.612	-35.278	127
-0.787	-33.779	129
-0.928	-32.276	127
16.432	-69.794	94
14.650	-67.386	94
13.791	-66.164	94
12.955	-64.931	94
12.142	-63.685	135
11.352	-62.428	145
10.586	-61.159	161
9.845	-59.877	159
9.129	-58.584	168
8.439	-57.279	184
7.776	-55.962	191
7.140	-54.634	204
6.531	-53.294	202
5.951	-51.944	204
5.399	-50.582	203
4.877	-49.210	199
4.385	-47.829	197
3.923	-46.437	201
3.492	-45.036	195
3.092	-43.627	193
2.724	-42.210	195
2.388	-40.785	195
2.084	-39.353	185
1.814	-37.915	155
1.576	-36.471	113
1.372	-35.022	113
1.202	-33.569	122
1.065	-32.112	127
0.962	-30.653	133
0.894	-29.192	138
0.860	-27.729	145
1.202	-20.427	132
17.992	-68.483	94
16.255	-66.147	94
15.418	-64.962	94
14.604	-63.765	94
13.812	-62.557	94
13.043	-61.336	138
12.298	-60.104	97
11.578	-58.861	134
10.882	-57.605	160
10.211	-56.339	182
9.567	-55.061	186
8.949	-53.772	190
8.358	-52.473	198
7.794	-51.163	202
7.259	-49.842	207
6.753	-48.512	207
6.275	-47.172	201
5.827	-45.823	198
5.409	-44.466	195
5.022	-43.100	194
4.665	-41.727	194
4.339	-40.346	192
4.045	-38.959	195
3.783	-37.566	184
3.553	-36.168	146
3.356	-34.765	144
3.191	-33.359	154
3.058	-31.948	148
2.959	-30.536	145
2.893	-29.121	152
2.860	-27.706	159
2.860	-26.290	162
2.893	-24.874	157
2.959	-23.460	147
3.058	-22.047	139
3.191	-20.637	136
3.356	-19.230	130
19.542	-67.149	94
18.687	-66.025	94
17.852	-64.889	94
17.039	-63.741	94
16.247	-62.582	99
15.477	-61.412	101
14.730	-60.229	107
14.007	-59.036	132
13.307	-57.831	154
12.631	-56.615	179
11.980	-55.388	188
11.355	-54.151	193
10.756	-52.902	195
10.183	-51.644	201
9.637	-50.375	200
9.118	-49.096	206
8.627	-47.808	206
8.165	-46.511	204
7.731	-45.205	203
7.326	-43.892	202
6.951	-42.570	202
6.606	-41.241	197
6.291	-39.906	193
6.006	-38.564	191
5.753	-37.217	199
5.530	-35.864	194
5.339	-34.508	188
5.179	-33.147	183
5.052	-31.784	178
4.956	-30.418	166
4.891	-29.051	162
4.859	-27.682	163
4.859	-26.313	164
4.891	-24.945	159
4.956	-23.577	150
5.052	-22.212	143
5.180	-20.848	132
5.339	-19.488	122
5.530	-18.131	118
21.934	-66.864	94
21.083	-65.790	94
20.252	-64.704	94
19.442	-63.607	94
18.652	-62.499	107
17.883	-61.379	132
17.136	-60.248	149
16.412	-59.105	167
15.710	-57.952	174
15.032	-56.787	177
14.377	-55.612	186
13.746	-54.425	198
13.141	-53.229	196
12.560	-52.022	202
12.005	-50.805	207
11.477	-49.578	209
10.975	-48.342	211
10.500	-47.097	209
10.053	-45.844	205
9.633	-44.582	202
9.242	-43.312	198
8.880	-42.035	204
8.546	-40.752	201
8.242	-39.462	203
7.967	-38.166	194
7.722	-36.864	195
7.507	-35.559	195
7.322	-34.249	193
7.168	-32.935	199
7.045	-31.619	183
6.952	-30.300	176
6.890	-28.980	168
6.859	-27.659	167
6.859	-26.337	165
6.890	-25.016	159
6.952	-23.696	150
7.045	-22.377	137
7.168	-21.061	121
7.322	-19.747	112
24.281	-66.456	94
23.438	-65.435	94
22.613	-64.402	94
21.808	-63.357	94
21.022	-62.301	96
20.257	-61.233	140
19.512	-60.154	178
18.789	-59.063	185
18.087	-57.962	187
17.408	-56.849	185
16.752	-55.726	186
16.118	-54.592	190
15.508	-53.448	198
14.923	-52.293	198
14.362	-51.129	207
13.826	-49.955	216
13.315	-48.771	224
12.830	-47.579	224
12.372	-46.378	217
11.940	-45.168	208
11.535	-43.951	207
11.157	-42.727	196
10.807	-41.495	190
10.486	-40.257	192
10.192	-39.013	200
9.927	-37.763	198
9.691	-36.509	201
9.483	-35.250	199
9.306	-33.987	196
9.157	-32.721	190
9.038	-31.452	188
8.949	-30.181	182
8.889	-28.908	178
8.859	-27.635	177
8.859	-26.361	173
8.889	-25.087	166
8.949	-23.815	154
9.038	-22.544	138
9.157	-21.275	123
25.745	-64.952	94
24.928	-63.973	94
24.131	-62.982	94
